,username,like,reply,retweet,time,text,status
@oochengkeat-2023-04-22T02:55:29.000Z,@oochengkeat,0,0,0,2023-04-22T02:55:29.000Z,"Oo Cheng Keat
@oochengkeat
·
Apr 22
The article emphasises the seriousness of #ClimateChange & the necessity for a #global effort to attain #sustainability.

Everyone, everywhere, all at once – the only way to address the climate emergency https://weforum.org/agenda/2023/04/address-climate-emergency-everyone-everywhere-all-at-once/… via 
@wef


#ClimateEmergency
weforum.org
Everyone, everywhere, all at once – the only way to address the climate emergency
Averting the worst impacts of climate change requires a radical systems change. Three common strategies are being used to activate others to drive change.
10",1649607829454741507
@txtruthseeker-2023-04-21T14:45:32.000Z,@txtruthseeker,0,0,0,2023-04-21T14:45:32.000Z,"Common Sense
@txtruthseeker
·
Apr 21
V .. keep hitting Climate Change Hoax please. It's more dangerous than Covid.
Feb 2023 
@elonmusk


@MariaBartiromo
 
@TuckerCarlson


@mirandadevine

(The modeling is a mess)
Media wont cover? Why?
""World Climate Declaration"" There is no climate emergency
https://clintel.org/world-climate-declaration/… https://twitter.com/VivekGRamaswamy/status/1649417805165481984…
This Tweet is unavailable.
13",1649424131572523008
@H2OBuildingServ-2023-04-21T10:10:05.000Z,@H2OBuildingServ,1,0,2,2023-04-21T10:10:05.000Z,"H2o Building Services ""The Water Audit Experts""
@H2OBuildingServ
·
Apr 21
WATER INDUSTRY NEWS
The Drop Store: A stark image of a water-scarce future
One of the most pressing issues of the climate emergency is the water crisis, but it’s one of the least discussed aspects of climate breakdown…
#Water #WaterEfficiency 
@Ofwat
smartwatermagazine.com
The Drop Store: A stark image of a water-scarce future | Smart Water
One of the most pressing issues of the climate emergency is the water crisis, but it’s one of the least discussed aspects of climate breakdown… which is...
2
1
35",1649354813392535552
@RiveraSunAuthor-2023-04-21T11:00:44.000Z,@RiveraSunAuthor,1,0,2,2023-04-21T11:00:44.000Z,"Rivera Sun
@RiveraSunAuthor
·
Apr 21
Learn to Win!
Learn About Widespread Assumptions about Nonviolent Resistance: Steering Conversations to Higher Ground at  https://nonviolent-conflict.org/blog_post/widespread-assumptions-about-nonviolent-resistance-steering-conversations-to-higher-ground/… 

Thanks to 
@civilresistance
 
#ClimateEmergency #Peace  #inequality
nonviolent-conflict.org
Widespread Assumptions about Nonviolent Resistance: Steering Conversations to Higher Ground
“Nonviolence is naïve. Humans are violent by nature.” “Violence is needed to confront violent adversaries.” “Nonviolent resistance undermines institutional means of change.” If you are an advocate of...
2
1
266",1649367560779976704
@Inletkeeper-2023-04-20T23:47:37.000Z,@Inletkeeper,1,1,0,2023-04-20T23:47:37.000Z,"Cook Inletkeeper
@Inletkeeper
·
Apr 21
What will it take to listen to the millions of people demanding you stop approving deadly fossil fuel projects in Alaska? 
@POTUS
, we can't ignore the realities of living in a climate emergency. We need a #JustTransition! #NoLNG #PeoplevsFossilFuels
inletkeeper.org
We Are Not the Last Frontier for Resource Development
We must urgently transition away from fossil fuels to mitigate the effects of the climate crisis. The potential harm to the land, water, communities, and the planet from the Alaska LNG pipeline is...
1
1
66",1649198164724027392
@Anothergreen-2023-04-20T19:50:17.000Z,@Anothergreen,0,0,2,2023-04-20T19:50:17.000Z,"AnotherGreen
@Anothergreen
·
Apr 20
Rally against expanding Ffos-y-fran opencast Wednesday 26 April 2023 from 4:30pm Council Chambers, Civic Centre, Castle Street, Merthyr Tydfil, CF47 8AN
Bring: banners, signs, loud-hailers, or just yourself! #Coal #OpenCast #ClimateEmergency
coalaction.org.uk
Rally to rule out expanding Ffos-y-fran opencast - Coal Action Network
Ffos-y-fran is a large opencast coal mine in Merthyr Tydfil, South Wales which has operated for over 15 years. On 06th September 2022, planning permission for the opencast coal mining came to an end…...
2
1,098",1649138438833094657
@stopOAKexpansn-2023-04-23T14:00:04.000Z,@stopOAKexpansn,0,0,2,2023-04-23T14:00:04.000Z,"Stop OAK Expansion Coalition
@stopOAKexpansn
·
Apr 23
#ElonMusk frequently flies in and out of the #Oakland #Airport. This (http://climatejets.org) shows his #privatejet #emissions.  Join our fight to #StopOAKexpansion! More: https://is.gd/6X9mPx Sign here: https://is.gd/KaPEvD #ClimateEmergency #ActOnClimate
act.sierraclub.org
Stop the OAK Expansion
2
100",1650137467062812672
@F_U_WEF_cult-2023-04-23T16:29:20.000Z,@F_U_WEF_cult,0,0,0,2023-04-23T16:29:20.000Z,"Dave Wilson
@F_U_WEF_cult
·
Apr 23
500 scientists confirm ""there is NO CLIMATE EMERGENCY""
The global warming, climate change claim is a LIE, designed to steal your freedom.


@TuckerCarlson
 
@joerogan
 
@CKellyUAP
 
@ABDanielleSmith
 
@jordanbpeterson
 
@catturd2
 
@AwakenedOutlaw
 
@RealJamesWoods
tiktok.com
JadeMarie on TikTok
#climatechange #emergency #dontpanic #fyp #trustthescience
9",1650175028757929984
@stopOAKexpansn-2023-04-21T14:03:27.000Z,@stopOAKexpansn,0,0,1,2023-04-21T14:03:27.000Z,"Stop OAK Expansion Coalition
@stopOAKexpansn
·
Apr 21
Many people (+ shorebirds) live next to 
@IFlyOAKland
. Its noise levels can reach 80-90 decibels per plane, from 60+ planes a day. Noise above 85 decibels causes physical harm. https://bbc.com/future/article/20210315-why-noise-pollution-is-bad-for-your-heart… Sign the Petition: https://bit.ly/3Th67je #StopOAKexpansion #ClimateEmergency
act.sierraclub.org
Stop the OAK Expansion
1
9",1649413542515298305
@GRuemke-2023-04-22T03:29:46.000Z,@GRuemke,0,0,0,2023-04-22T03:29:46.000Z,"Giselle Ruemke
@GRuemke
·
Apr 22
We are in a climate emergency. I just emailed 
@RBC
 CEO Dave McKay calling on him to divest from fossil fuels. Will you join me? #NoMoreDirtyBanks
act.leadnow.ca
Tell RBC CEO Dave McKay to divest from fossil fuels
https://act.leadnow.ca/RBC-AGM-2023/?source=fb
11",1649616458895466497
@ProfMarkMaslin-2023-04-22T07:52:54.000Z,@ProfMarkMaslin,3743,1048,2206,2023-04-22T07:52:54.000Z,"Professor Mark Maslin 
@ProfMarkMaslin
·
Apr 22
#EarthDay2023 

#ClimateChange is about consumption of the very richest people in our global society.

50% of global emissions are emitted by just 10% of the population.

90% of global emissions by 50% of the population.

We need to recognise climate justice to save our planet
Oxfam and 6 others
1,048
2,206
3,743
402.2K",1649682675832176640
@TheTNHoller-2023-04-30T01:46:47.000Z,@TheTNHoller,859,16,266,2023-04-30T01:46:47.000Z,"The Tennessee Holler
@TheTNHoller
·
7h
WATCH: “Our fights for democracy, climate justice, and an end to mass shootings require a coordinated emergency response.”


@brotherjones_
 joined 
@ClimateDefiance
 outside the #WHCorrespondentsDinner in DC as they fight fossil fuels.
From 
Climate Defiance
16
266
859
37.6K",1652489645005971458
@ClimateDefiance-2023-04-30T00:12:23.000Z,@ClimateDefiance,391,13,151,2023-04-30T00:12:23.000Z,"Climate Defiance
@ClimateDefiance
·
8h
NEW: We’ve been joined on the blockade by 
@brotherjones_
 of the #TennesseeThree!

“Our fights for democracy, climate justice, & an end to mass shootings require a coordinated emergency response.”

We’ve got amazing allies in the fight to #EndFossilFuels.

 credit: 
@Lachy_Macrae
17.2K views
0:01 / 1:56
1:55
17.2K views
13
151
391
23.8K",1652465887281135616
@MikeHudema-2023-04-29T15:44:07.000Z,@MikeHudema,218,32,180,2023-04-29T15:44:07.000Z,"Mike Hudema
@MikeHudema
·
17h
100 million affected, 20 million at acute risk of food insecurity and potential famine as climate change fuels historic drought in the horn of Africa: https://buff.ly/3VjqtKk 

There is no time to wait. #ActOnClimate 

#climatejustice #climate #energy #renewables.
32
180
218
7,942",1652337978956558336
@Greenpeace-2023-04-20T21:00:09.000Z,@Greenpeace,240,12,76,2023-04-20T21:00:09.000Z,"Greenpeace International
@Greenpeace
·
Apr 21
Just a capybara searching for climate justice….
12
76
240
18.7K",1649156020047085573
@antonioguterres-2023-04-21T15:40:00.000Z,@antonioguterres,2366,514,842,2023-04-21T15:40:00.000Z,"António Guterres
@antonioguterres
·
Apr 21
Will future generations look back on our actions with happiness & gratitude — or with disappointment & anger?

I want my great-great-granddaughter to know that I never stopped fighting for climate action, climate justice and a better, more peaceful world.
time.com
Antonio Guterres' Climate Change Letter to His Great-Great Granddaughter
The U.N. Secretary-general knows our future generations will hold us accountable.
514
842
2,366
270.5K",1649437837983358976
@ExtinctionRDK-2023-04-28T15:50:40.000Z,@ExtinctionRDK,232,3,66,2023-04-28T15:50:40.000Z,"Extinction Rebellion Danmark
@ExtinctionRDK
·
Apr 28
WE'RE TOO MANY TO ARREST! 

Police are saying that the Extinction Rebellion blockade in Copenhagen is too big for them to arrest us. Great job everyone - we're proving that when enough people rise up together, the system can't ignore the climate crisis!

#climatejustice #dkpol
3
66
232
10.7K",1651977236604387330
@ClarinetEmmaJ-2023-04-22T14:54:46.000Z,@ClarinetEmmaJ,64,7,30,2023-04-22T14:54:46.000Z,"Emma Johnson
@ClarinetEmmaJ
·
Apr 22
Huge turnout for the 
@XRLondon
 climate justice March in London today. People REALLY CARE about this
7
30
64
2,508",1649788842885410816
@ShangguanJiewen-2023-04-30T00:13:43.000Z,@ShangguanJiewen,74,3,28,2023-04-30T00:13:43.000Z,"Jason Smith - 上官杰文
@ShangguanJiewen
·
8h
Who's really responsible for historic CO2 emissions and climate change? Hint: It's not the developing world...

Context matters.

#ClimateJustice #climate
3
28
74
3,243",1652466220749451264
@antonioguterres-2023-04-21T19:10:00.000Z,@antonioguterres,1081,221,355,2023-04-21T19:10:00.000Z,"António Guterres
@antonioguterres
·
Apr 21
Indigenous Peoples have done nothing to cause the climate crisis, but they often face its worst & most immediate impacts.

We must speed-up efforts to deliver climate justice and scale up finance and capacities for adaptation and loss and damage.
221
355
1,081
70.5K",1649490685937045513
@climate_sarah-2023-04-21T11:13:01.000Z,@climate_sarah,88,103,42,2023-04-21T11:13:01.000Z,"Sarah Greenfield Clark Ⓥ Relentlessly Determined
@climate_sarah
·
Apr 21
#TheBigOne bringing the beautiful noise 
@ExtinctionR
 #ClimateJustice
2,926 views
0:00 / 0:10
103
42
88
8,423",1649370648265781248
@XRAberteifi-2023-04-22T15:02:18.000Z,@XRAberteifi,245,28,114,2023-04-22T15:02:18.000Z,"XR Cardigan
@XRAberteifi
·
Apr 22
Mass die-in on #BiodiversityMarch at #TheBigOne #climate demo

We are *in* a mass extinction event. If we don't change course, thousands of species will go extinct & whole ecosystems will collapse. #UniteToSurvive

 #ClimateEmergency #ClimateJustice

Video Robert Painter
28
114
245
14.2K",1649790739738492932
@unionsXR-2023-04-22T14:35:15.000Z,@unionsXR,390,40,189,2023-04-22T14:35:15.000Z,"XR Trade Unionists
@unionsXR
·
Apr 22
The largest #ClimateJustice mobilisation in the UK so far! We were proud to be part of it! #UniteToSurvive
6,523 views
0:01 / 2:20
2:19
6,523 views
40
189
390
21.9K",1649783932701769728
@RepSummerLee-2023-04-22T12:15:42.000Z,@RepSummerLee,330,33,89,2023-04-22T12:15:42.000Z,"Congresswoman Summer Lee
@RepSummerLee
·
Apr 22
Where I grew up in the Mon Valley, our air is so dirty we have some of the worst pollution in the country causing childhood asthma, emphysema & COPD

I know firsthand that health justice = climate justice

I'm fighting for a Green New Deal so kids in my community can *live*
33
89
330
9,781",1649748814557839360
@antonioguterres-2023-04-26T02:25:16.000Z,@antonioguterres,1048,195,320,2023-04-26T02:25:16.000Z,"António Guterres
@antonioguterres
·
Apr 26
I'm happy to accept the 
@TIME
 CO2 Earth Award on behalf of my 
@UN
 colleagues working worldwide for climate action & climate justice.

My message tonight: People power is renewable energy that can turn climate ambitions into reality.

Now is the time to speak up, louder than ever.
195
320
1,048
160.9K",1651049777226809345
@XRAberteifi-2023-04-22T15:28:45.000Z,@XRAberteifi,147,13,64,2023-04-22T15:28:45.000Z,"XR Cardigan
@XRAberteifi
·
Apr 22
#BiodiversityMarch at #TheBigone #climate demo about to meet itself leaving the starting point!

     

#NatureEmergency #ClimateEmergency #ClimateJustice

Video by Lynda Duffill
13
64
147
8,040",1649797395440435201
@amnestyusa-2023-04-22T16:02:00.000Z,@amnestyusa,62,7,44,2023-04-22T16:02:00.000Z,"Amnesty International USA
@amnestyusa
·
Apr 22
It is our right to live on this planet! We need climate justice now! #EarthDay
Visit amnestyusa.org
49.3K views
0:01 / 1:00
7
44
62
12.8K",1649805762271784963
@SarahWa72623615-2023-04-21T18:02:36.000Z,@SarahWa72623615,108,8,31,2023-04-21T18:02:36.000Z,"Sarah Warren 
@SarahWa72623615
·
Apr 21
There’s no such thing as sustainable aviation. We need to fly less. More trains, fewer planes for climate justice
#BigOne
Flight Free UK
8
31
108
4,456",1649473725178191875
@HeForShe-2023-04-22T13:01:03.000Z,@HeForShe,108,10,44,2023-04-22T13:01:03.000Z,"HeForShe
@HeForShe
·
Apr 22
This International Mother Earth Day, let's stand together for climate justice and pledge to protect our planet for future generations. 

The earth is our home, and it's time to take care of it   
   
#HeForShe #MotherEarthDay
10
44
108
11.1K",1649760225761566720
@Futurecelebrit7-2023-04-30T08:46:52.000Z,@Futurecelebrit7,3,0,0,2023-04-30T08:46:52.000Z,"Ms Environment 
@Futurecelebrit7
·
4m
There's no place to live other than Earth , let's keep it green and clean!!!

I love mother Earth and will always fight for #ClimateJustice for #FutureGenerations . #ForNature #lossanddamage #ClimateActionNow
Idriss Adoum Idriss and 6 others
3
39",1652595361641381890
@ClimateDefiance-2023-04-29T22:13:43.000Z,@ClimateDefiance,258,47,98,2023-04-29T22:13:43.000Z,"Climate Defiance
@ClimateDefiance
·
10h
We are LIVE in DuPont Circle getting ready to march for climate justice!

Approving massive new oil + gas projects like Willow or Alaska LNG IN a climate emergency is unconscionable.

President Biden is no ‘climate president’ — he’s wrecking the planet. We must #EndFossilFuels.
47
98
258
53.5K",1652436023559745542
@UNEP-2023-04-20T05:00:01.000Z,@UNEP,260,19,143,2023-04-20T05:00:01.000Z,"UN Environment Programme
@UNEP
·
Apr 20
#WaterAction is action for

ecosystem restoration
climate justice
biodiversity conservation & more

Get ideas on what #WaterAction you can take to make a difference: https://bit.ly/43QrVrx
19
143
260
21.6K",1648914394997465089
@BrandonStraka-2023-04-22T02:44:42.000Z,@BrandonStraka,1229,53,231,2023-04-22T02:44:42.000Z,"Brandon Straka
@BrandonStraka
·
Apr 22
Today Joe Biden stated that, “racism is a fundamental driver of environmental justice”.  

Almost 2 years ago I shot my American Prisoner video, featuring an actor playing a liberal with a sign that said, “Queers 4 black trans climate justice”. 
We were dying laughing that day…
53
231
1,229
47.3K",1649605117321048065
@WarMachineRR-2023-04-21T17:58:22.000Z,@WarMachineRR,444,115,176,2023-04-21T17:58:22.000Z,"Conservative War Machine
@WarMachineRR
·
Apr 21
KJP dodges when asked what Joe Biden’s executive order on “climate justice” means for the people of East Palestine:
76.2K views
0:00 / 1:07
115
176
444
119.1K",1649472660936556544
@XRUK_Actions-2023-04-23T12:58:58.000Z,@XRUK_Actions,152,7,68,2023-04-23T12:58:58.000Z,"XRUK_Actions
@XRUK_Actions
·
Apr 23
What do we want? #ClimateJustice!
When do we want it? Now!

Without nature there's no future so communities around the world must come together.
People Power! #UniteForNature #LossAndDamage

Friday Barilule of the Lekeh Foundation leads the Biodiversity March in #London
7
68
152
13.5K",1650122088097673218
